movieCd,movieNm,openDt,audiAcc,movieNmEn,showTm,nations,genres1,genres2,director,actors1,actors2,actors3,audit,companyCd,companyNm,rating
20167905,비정규직 특수요원,2017-03-16,146802,PART-TIME SPY,117,한국,코미디,액션,김덕수,강예원,한채아,조재윤,15세이상관람가,20153568.0,(주)스톰픽쳐스코리아,7.25
20167904,라라랜드,2016-12-07,3752967,LA LA LAND,127,미국,드라마,뮤지컬,데이미언 셔젤,엠마 스톤,라이언 고슬링,핀 위트록,12세이상관람가,20100285.0,판씨네마(주),8.91
20167903,원더풀 고스트,2018-09-26,439910,THE SOUL-MATE,96,한국,코미디,드라마,조원희,마동석,김영광,이유영,12세이상관람가,20188142.0,(주)데이드림엔터테인먼트,7.98
20167902,보통사람,2017-03-23,382202,ORDINARY PERSON,121,한국,드라마,,김봉한,손현주,장혁,김상호,15세이상관람가,20122965.0,(주)트리니티엔터테인먼트,8.49
20167901,어느날,2017-04-05,220707,Oneday,113,한국,멜로/로맨스,,이윤기,김남길,천우희,박윤호,15세이상관람가,20122471.0,(주)인벤트스톤,8.29
20167839,벤허,2016-09-14,1388980,Ben-Hur,123,미국,어드벤처,드라마,티무르 베크맘베토브,잭 휴스턴,토비 켑벨,모건 프리먼,12세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,0.0
20167716,트리플 엑스 리턴즈,2017-02-08,465273,xXx: Return of Xander Cage,106,미국,액션,어드벤처,D.J. 카루소,빈 디젤,사무엘 L. 잭슨,루비 로즈,15세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,8.19
20167644,발레리나,2017-02-09,157498,Ballerina,89,프랑스,애니메이션,어드벤처,에릭 섬머,엘르 패닝,데인 드한,,전체관람가,20100285.0,판씨네마(주),8.95
20167563,이퀄스,2016-08-31,56266,Equals,101,미국,드라마,SF,드레이크 도리머스,니콜라스 홀트,크리스틴 스튜어트,,15세이상관람가,20168728.0,(주)키다리이엔티,
20167542,분노의 질주: 더 익스트림,2017-04-12,3657537,The Fast and The Furious 8,136,미국,액션,범죄,F. 게리 그레이,빈 디젤,드웨인 존슨,샤를리즈 테론,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),9.18
20167481,맨 인 더 다크,2016-10-05,1001413,Don’t Breathe,88,미국,스릴러,,페드 알바레즈,제인 레비,딜런 미네트,스티븐 랭,청소년관람불가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),0.0
20167363,히든 피겨스,2017-03-23,439737,Hidden Figures,126,미국,드라마,,데오도르 멜피,타라지 P. 헨슨,옥타비아 스펜서,케빈 코스트너,12세이상관람가,20100041.0,이십세기폭스코리아(주),9.37
20167362,더 큐어,2017-02-15,126456,A Cure For Wellness,146,미국,미스터리,스릴러,고어 버빈스키,데인 드한,제이슨 아이삭스,미아 고스,청소년관람불가,20100041.0,이십세기폭스코리아(주),
20167303,스파이더맨: 홈 커밍,2017-07-05,7254878,Spider-Man: Homecoming,133,미국,액션,어드벤처,존 왓츠,제이콥 배덜런,톰 홀랜드,로버트 다우니 주니어,12세이상관람가,20173221.0,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,9.09
20167285,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,116961,Crayon Shinchan 2016 Theatrical Film:Bakusui Yumemmy World Daitotsugeki,96,일본,애니메이션,,타카하시 와타루,박영남,김환진,강희선,전체관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),8.77
20167261,메카닉: 리크루트,2016-08-31,546825,Mechanic: Resurrection,97,미국,액션,범죄,데니스 간젤,제이슨 스타뎀,제시카 알바,토미 리 존스,15세이상관람가,20161101.0,(주)제이앤씨미디어그룹,7.67
20167041,킹 오브 프리즘 (바이 프리티 리듬),2016-08-11,93446,KING OF PRISM (by PrettyRhythm),60,일본,애니메이션,드라마,히시다 마사카즈,우치다 유우마,,,12세이상관람가,2013216.0,(주)박수엔터테인먼트,
20167005,데스노트: 더 뉴 월드,2017-03-29,22822,DEATH NOTE Light up the NEW world,134,일본,범죄,드라마,사토 신스케,히가시데 마사히로,이케마츠 소스케,토다 에리카,15세이상관람가,20158370.0,(주)디스테이션,7.48
20166967,트랜스포머: 최후의 기사,2017-06-21,2607123,TRANSFORMERS: THE LAST KNIGHT,150,미국,액션,어드벤처,마이클 베이,마크 월버그,안소니 홉킨스,로라 하드독,12세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,6.91
20166845,BIFAN2016 판타스틱 단편 걸작선 1,,43003,BIFAN2016 Fantastic Short Films 1,85,기타,기타,,캘빈 리 리더,,,,,,,
20166602,그대 이름은 장미,2019-01-16,71778,ROSEBUD,125,한국,코미디,,조석현,유호정,박성웅,오정세,12세이상관람가,20124237.0,(주)엠씨엠씨,7.65
20166541,달빛궁궐,2016-09-07,147580,Lost in the moonlight,80,한국,애니메이션,판타지,김현주,김서영,이하늬,권율,전체관람가,20061769.0,스튜디오홀호리(주),7.78
20166488,미이라,2017-06-06,3678083,The Mummy,110,미국,액션,어드벤처,알렉스 커츠먼,톰 크루즈,소피아 부텔라,애나벨 월리스,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.49
20166421,재심,2017-02-15,2415253,New Trial,118,한국,드라마,,김태윤,정우,강하늘,김해숙,15세이상관람가,20172901.0,(주)이디오플랜,8.71
20166384,하루,2017-06-15,1127764,A Day,90,한국,스릴러,,조선호,김명민,변요한,유재명,15세이상관람가,20123375.0,(주)라인필름,7.7
20166363,잭 리처: 네버 고 백,2016-11-30,608673,Jack Reacher: Never Go Back,118,미국,액션,범죄,에드워드 즈윅,톰 크루즈,코비 스멀더스,로버트 네퍼,15세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,8.14
20166301,썬키스 패밀리,2019-03-27,31283,Sunkist Family,105,한국,가족,멜로/로맨스,김지혜,박희순,진경,황우슬혜,15세이상관람가,20158292.0,(주)영화사두둥,8.63
20166101,존 윅 - 리로드,2017-02-22,266562,John Wick Chapter Two,122,미국,액션,범죄,채드 스타헬스키,키아누 리브스,이안 맥쉐인,루비 로즈,청소년관람불가,20141088.0,와이드 릴리즈(주),8.75
20165748,꾼,2017-11-22,3992574,The Swindlers,116,한국,범죄,,장창원,현빈,유지태,배성우,15세이상관람가,20158292.0,(주)영화사두둥,8.32
20165543,하이큐!! 승자와 패자,2016-12-28,22733,HAIKYU!! The Winner and the Loser,87,일본,애니메이션,,미츠나카 스스무,,,,12세이상관람가,20142048.0,(주)이수C&E,9.27
20165450,남한산성,2017-10-03,3840762,The Fortress,140,한국,사극,드라마,황동혁,이민배,이병헌,김윤석,15세이상관람가,20175685.0,(주)싸이런픽쳐스,8.17
20165443,모아나,2017-01-12,2264365,Moana,113,미국,애니메이션,,론 클레멘츠,드웨인 존슨,아우이 크라발호,알란 터딕,전체관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,9.22
20165285,극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,43229,Doraemon The Movie : Nobita and The Birth of Japan,103,일본,애니메이션,,야쿠와 신노스케,채민지,김정아,최낙윤,전체관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),8.95
20165281,마이 리틀 자이언트,2016-08-10,100675,The BFG,117,미국,어드벤처,가족,스티븐 스필버그,마크 라이런스,레베카 홀,빌 헤이더,전체관람가,20060452.0,월트디즈니컴퍼니코리아(주),8.03
20165201,언더 워터,2016-07-13,382478,The Shallows,86,미국,공포(호러),스릴러,자움 콜렛 세라,블레이크 라이블리,오스카 제나다,,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.23
20165045,머니백,2018-04-12,51606,Snatch Up,100,한국,액션,드라마,허준형,김무열,박희순,이경영,15세이상관람가,20160643.0,(주)젠픽쳐스,7.21
20164844,불한당: 나쁜 놈들의 세상,2017-05-17,953099,The Merciless,119,한국,범죄,액션,변성현,설경구,임시완,김희원,청소년관람불가,20110854.0,(주)씨제이이엔엠,8.15
20164721,미녀와 야수,2017-03-16,5156150,Beauty and the Beast,129,미국,멜로/로맨스,판타지,빌 콘돈,엠마 왓슨,댄 스티븐스,루크 에반스,전체관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,8.99
20164621,덩케르크,2017-07-20,2804045,Dunkirk,106,미국,액션,드라마,크리스토퍼 놀란,톰 하디,마크 라이런스,케네스 브래너,12세이상관람가,20100043.0,워너브러더스 코리아(주),8.61
20164521,극장판 요괴워치: 염라대왕과 5개의 이야기다냥!,2016-07-20,265728,Yo-Kai watch the movie 2,93,일본,애니메이션,,타카하시 시게하루,토마츠 하루카,유키 아오이,세키 토모카즈,전체관람가,20110854.0,(주)씨제이이엔엠,8.42
20164501,미스 페레그린과 이상한 아이들의 집,2016-09-28,2715737,Miss Peregrine's Home For Peculiar Children,126,미국,미스터리,판타지,팀 버튼,에바 그린,사무엘 L. 잭슨,에이사 버터필드,12세이상관람가,20100041.0,이십세기폭스코리아(주),8.58
20164424,대장 김창수,2017-10-19,377071,MAN OF WILL,114,한국,드라마,,이원태,조진웅,송승헌,정만식,12세이상관람가,20138935.0,(주)비에이엔터테인먼트,8.45
20164421,어쌔신 크리드,2017-01-11,352139,Assassin's Creed,115,미국,액션,어드벤처,저스틴 커젤,마이클 패스벤더,마리옹 꼬띠아르,아리안 라베드,15세이상관람가,20100041.0,이십세기폭스코리아(주),7.29
20164174,브이아이피,2017-08-23,1364953,V.I.P.,127,한국,범죄,드라마,박훈정,강소백,장동건,김명민,청소년관람불가,20161022.0,(주)영화사 금월,6.87
20163884,아기배달부 스토크,2016-12-07,319473,STORKS,86,미국,애니메이션,,니콜라스 스톨러,앤디 샘버그,켈시 그래머,제니퍼 애니스턴,전체관람가,20100043.0,워너브러더스 코리아(주),8.83
20163824,미스 사이공 : 25주년 특별 공연,2016-11-24,33104,Miss Saigon : 25th Anniversary Performance,175,미국,공연,,브렛 설리반,알리스태어 브래머,에바 노블자다,홍광호,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),9.75
20163661,레전드 오브 타잔,2016-06-29,854460,The Legend of Tarzan,109,미국,액션,어드벤처,데이빗 예이츠,알렉산더 스카스가드,마고 로비,크리스토프 왈츠,12세이상관람가,20100043.0,워너브러더스 코리아(주),8.03
20163603,가디언즈 오브 갤럭시 VOL. 2,2017-05-03,2733044,Guardians of the Galaxy VOL. 2,135,미국,액션,SF,제임스 건,크리스 프랫,조 샐다나,데이브 바티스타,12세이상관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,9.05
20163580,그레이트 월,2017-02-15,488683,The Great Wall,103,미국,판타지,액션,장예모,맷 데이먼,페드로 파스칼,윌렘 데포,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.92
20163521,스플릿,2016-11-09,746692,SPLIT,121,한국,드라마,,최국희,유지태,이정현,이다윗,15세이상관람가,20100410.0,오퍼스픽쳐스(유),9.16
20163441,몽키킹2: 서유기 여정의 시작,2016-05-19,11047,Monkey King The Legend Begins,119,중국,액션,판타지,정보서,곽부성,공리,풍소봉,12세이상관람가,20154408.0,THE 픽쳐스,6.92
20163294,매그니피센트 7,2016-09-14,918835,The Magnificent Seven,132,미국,액션,서부극(웨스턴),안톤 후쿠아,덴젤 워싱턴,크리스 프랫,이병헌,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.06
20163217,라이트 아웃,2016-08-24,1107458,Lights Out,80,미국,공포(호러),,데이비드 F. 샌드버그,테레사 팔머,알리시아 벨라 베일리,가브리엘 베이트먼,15세이상관람가,20100043.0,워너브러더스 코리아(주),7.71
20163215,미 비포 유,2016-06-01,936542,Me Before You,110,미국,멜로/로맨스,드라마,테아 샤록,에밀리아 클라크,샘 클라플린,매튜 루이스,12세이상관람가,20100043.0,워너브러더스 코리아(주),8.78
20163194,공각기동대 : 고스트 인 더 쉘,2017-03-29,757594,Ghost In The Shell,106,미국,SF,범죄,루퍼트 샌더스,스칼렛 요한슨,마이클 피트,마이클 윈코트,15세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,7.27
20163183,로그 원: 스타워즈 스토리,2016-12-28,1012716,ROGUE ONE: A STAR WARS STORY,133,미국,액션,어드벤처,가렛 에드워즈,펠리시티 존스,디에고 루나,매즈 미켈슨,12세이상관람가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,8.35
20163182,하드코어 헨리,2016-05-19,44912,Hardcore Henry,96,미국,액션,어드벤처,일리야 나이슐러,샬토 코플리,해일리 베넷,팀 로스,청소년관람불가,20100084.0,㈜코리아스크린,6.7
20163181,닥터 스트레인지,2016-10-26,5436233,Doctor Strange,114,미국,액션,어드벤처,스콧 데릭슨,베네딕트 컴버배치,자라 피티안,레이첼 맥아담스,12세이상관람가,20060452.0,월트디즈니컴퍼니코리아(주),7.74
20163163,오만과 편견 그리고 좀비,2016-05-25,7518,Pride and Prejudice and Zombies,107,미국,액션,공포(호러),버 스티어스,릴리 제임스,샘 라일리,잭 휴스턴,15세이상관람가,20142048.0,(주)이수C&E,7.13
20163081,미라클 프롬 헤븐,2016-05-25,12427,Miracles from Heaven,108,미국,드라마,,패트리시아 리건,제니퍼 가너,마틴 헨더슨,카일리 로저스,전체관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),9.47
20162968,거울나라의 앨리스,2016-09-07,502798,Alice Through the Looking Glass,112,미국,어드벤처,가족,제임스 보빈,조니 뎁,앤 해서웨이,미아 와시코브스카,12세이상관람가,20060452.0,월트디즈니컴퍼니코리아(주),8.48
20162967,정글북,2016-06-09,2530983,The Jungle Book,105,미국,어드벤처,드라마,존 파브로,닐 세티,빌 머레이,스칼렛 요한슨,12세이상관람가,20060452.0,월트디즈니컴퍼니코리아(주),5.14
20162941,컨저링 2,2016-06-09,1924313,The Conjuring 2,131,미국,공포(호러),,제임스 완,베라 파미가,패트릭 윌슨,프란카 포텐테,15세이상관람가,20100043.0,워너브러더스 코리아(주),8.34
20162873,레고 배트맨 무비,2017-02-09,105962,The Lego Batman Movie,104,미국,애니메이션,액션,크리스 맥케이,윌 아넷,로자리오 도슨,랄프 파인즈,전체관람가,20100043.0,워너브러더스 코리아(주),8.69
20162871,특별시민,2017-04-26,1334084,The Mayor,130,한국,드라마,,박인제,최민식,곽도원,심은경,15세이상관람가,20063202.0,(주)팔레트픽처스,7.75
20162869,택시운전사,2017-08-02,12176753,A Taxi Driver,137,한국,드라마,,장훈,이수민,송강호,토마스 크레취만,15세이상관람가,20124216.0,더램프(주),9.28
20162727,루돌프와 많이있어,2016-12-28,201860,Rudolf the Black Cat,88,일본,애니메이션,,유야마 쿠니히코,김율,신용우,홍범기,전체관람가,20110854.0,(주)씨제이이엔엠,8.73
20162722,보안관,2017-05-03,2575570,The Sheriff In Town,115,한국,범죄,코미디,김형주,이성민,조진웅,김성균,15세이상관람가,20126515.0,(주)영화사 월광,8.27
20162704,극장판 안녕 자두야,2016-05-04,275659,Hello Jadoo,75,한국,애니메이션,,손석우,여민정,양정화,이수진,전체관람가,20169708.0,아툰즈,8.13
20162629,하이큐!! 끝과 시작,2016-11-16,87945,HAIKYU!!The movie-The End and the Beginning,88,일본,애니메이션,,미츠나카 스스무,히노 사토시,이리노 미유,,12세이상관람가,20122837.0,(주)팝엔터테인먼트,9.12
20162627,다이버전트 시리즈: 얼리전트,2016-05-12,100714,The Divergent Series: Allegiant,120,미국,액션,어드벤처,로베르트 슈벤트케,쉐일린 우들리,테오 제임스,마일즈 텔러,12세이상관람가,20168728.0,(주)키다리이엔티,8.25
20162621,파라노말 액티비티: 더 고스트 디멘션,2016-04-21,54389,Paranormal Activity: The Ghost Dimension,87,미국,미스터리,공포(호러),그레고리 플로킨,크리스 J. 머레이,브릿 쇼,아이비 조지,15세이상관람가,2013216.0,(주)박수엔터테인먼트,6.46
20162442,청년경찰,2017-08-09,5650556,Midnight Runners,108,한국,액션,,김주환,박서준,강하늘,박승호,15세이상관람가,20139999.0,(주)무비락,9.03
20162431,극장판 프랭키와 친구들: 생명의 나무,2016-04-13,28654,Franky and Friends: A Tree of Life,71,한국,애니메이션,,박정오,박정오,이소은,,전체관람가,20168868.0,프랭키영화문화산업전문(주),8.59
20162404,고스트버스터즈,2016-08-25,508942,Ghostbusters,116,미국,액션,코미디,폴 페이그,멜리사 맥카시,크리스 헴스워스,크리스틴 위그,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.25
20162382,원피스 필름 골드,2016-12-08,205900,ONE PIECE FILM GOLD,120,일본,애니메이션,어드벤처,미야모토 히로아키,타나카 마유미,나카이 카즈야,오카무라 아케미,12세이상관람가,20110854.0,(주)씨제이이엔엠,9.11
20162381,일사각오,2016-03-17,89723,,115,한국,드라마,,권혁만,이지형,오우철,설지윤,12세이상관람가,20114875.0,KBS,9.39
20162365,신비한 동물사전,2016-11-16,4669360,Fantastic Beasts and Where to Find Them,132,미국,어드벤처,가족,데이빗 예이츠,에디 레드메인,콜린 파렐,캐서린 워터스턴,12세이상관람가,20100043.0,워너브러더스 코리아(주),6.79
20162343,악녀,2017-06-08,1203528,The Villainess,123,한국,액션,,정병길,이주원,김옥빈,천유진,청소년관람불가,20174223.0,(주)앞에있다,7.82
20162321,트리플 9,2016-04-20,39613,Triple 9,115,미국,범죄,스릴러,존 힐코트,치웨텔 에지오포,케이트 윈슬렛,안소니 마키,청소년관람불가,20139617.0,(주)리틀빅픽쳐스,6.21
20162299,시크릿 인 데어 아이즈,2016-04-27,15633,Secret in Their Eyes,110,미국,미스터리,스릴러,빌리 레이,치웨텔 에지오포,니콜 키드먼,줄리아 로버츠,15세이상관람가,20100285.0,판씨네마(주),7.44
20162245,33,2016-04-07,34258,The 33,126,미국,드라마,,패트리시아 리건,안토니오 반데라스,로드리고 산토로,줄리엣 비노쉬,12세이상관람가,20101104.0,(주)나이너스엔터테인먼트,8.96
20162183,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,274910,,94,일본,애니메이션,어드벤처,유야마 쿠니히코,,,,전체관람가,20142048.0,(주)이수C&E,8.73
20162181,프리즌,2017-03-23,2920530,The Prison,124,한국,범죄,액션,나현,한석규,김래원,정웅인,청소년관람불가,20160723.0,(주)큐로홀딩스,8.25
20162161,미스컨덕트,2016-03-30,145561,Misconduct,105,미국,범죄,스릴러,시모사와 신타로,알 파치노,안소니 홉킨스,조쉬 더하멜,15세이상관람가,2013216.0,(주)박수엔터테인먼트,6.22
20162065,클로버필드 10번지,2016-04-07,353969,10 Cloverfield Lane,103,미국,미스터리,스릴러,댄 트라첸버그,메리 엘리자베스 윈스티드,존 굿맨,존 갤러거 주니어,15세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,7.47
20162025,씽,2016-12-21,1728249,Sing,107,미국,애니메이션,뮤지컬,가스 제닝스,매튜 매커너히,리즈 위더스푼,스칼렛 요한슨,전체관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.99
20162022,대결,2016-09-22,23270,Duel:The Final Round,97,한국,액션,,신동엽,이주승,오지호,이정진,15세이상관람가,20161821.0,휴메니테라픽쳐스(주),6.85
20162003,명탐정 코난:전율의 악보,2019-02-14,83376,Detective Conan: Full Score of Fear,115,일본,애니메이션,미스터리,야마모토 야스이치로,타카야마 미나미,야마자키 와카나,카미야 아키라,12세이상관람가,20110854.0,(주)씨제이이엔엠,8.3
20162002,명탐정 코난: 순흑의 악몽,2016-08-03,459210,Detective Conan : The Darkest Nightmare,111,일본,애니메이션,미스터리,시즈노 코분,,,,12세이상관람가,20110854.0,(주)씨제이이엔엠,9.02
20162001,포레스트: 죽음의 숲,2016-03-30,49990,The Forest,93,미국,공포(호러),,제이슨 자다,나탈리 도메르,테일러 키니,이오인 맥큰,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.59
20161968,오 마이 그랜파,2016-03-17,76657,Dirty Grandpa,99,미국,코미디,,댄 마저,로버트 드 니로,잭 에프런,,청소년관람불가,20100285.0,판씨네마(주),8.24
20161964,독수리 에디,2016-04-07,211713,Eddie the Eagle,106,미국,드라마,,덱스터 플레처,태런 에저튼,폴 레이놀즈,휴 잭맨,12세이상관람가,20100041.0,이십세기폭스코리아(주),8.97
20161923,시간위의 집,2017-04-05,125702,House of the Disappeared,99,한국,미스터리,스릴러,임대웅,김윤진,옥택연,조재윤,15세이상관람가,20160721.0,리드미컬그린(주),8.35
20161907,제이슨 본,2016-07-27,2593206,Jason Bourne,123,미국,액션,스릴러,폴 그린그래스,맷 데이먼,줄리아 스타일즈,토미 리 존스,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.31
20161905,나의 그리스식 웨딩 2,2016-03-30,29922,My Big Fat Greek Wedding 2,94,미국,코미디,,커크 존스,니아 발다로스,존 코베트,엘레나 캠푸리스,15세이상관람가,20142048.0,(주)이수C&E,
20161881,부활,2016-03-17,155828,Risen,107,미국,드라마,,케빈 레이놀즈,조셉 파인즈,톰 펠튼,,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.93
20161872,너의 이름은.,2017-01-04,3847897,your name.,106,일본,애니메이션,드라마,신카이 마코토,카미키 류노스케,카미시라이시 모네,나가사와 마사미,12세이상관람가,20141469.0,플러스엠 엔터테인먼트,9.01
20161843,위자: 저주의 시작,2016-11-09,330623,Ouija: Origin of Evil,98,미국,공포(호러),,마이크 플래너건,엘리자베스 리저,애너리즈 바쏘,헨리 토마스,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.73
20161827,로건,2017-03-01,2174956,Logan,137,미국,액션,SF,제임스 맨골드,휴 잭맨,패트릭 스튜어트,보이드 홀브룩,청소년관람불가,20161801.0,월트디즈니컴퍼니코리아 유한책임회사,
20161796,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,60786,Shuriken Sentai Ninninja tai Ressha Sentai Tokkyuja Za Mubi Ninja In Wandarando,60,일본,액션,,나카자와 쇼지로,김혜성,안용욱,이경태,전체관람가,20100932.0,(주)넥스트엔터테인먼트월드(NEW),8.51
20161762,반드시 잡는다,2017-11-29,445609,The Chase,110,한국,스릴러,,김홍선,백윤식,성동일,천호진,15세이상관람가,20062097.0,(주)에이디사공육,8.12
20161745,제 5침공,2016-02-25,87122,THE 5th WAVE,112,미국,액션,어드벤처,J 블레이크슨,클로이 모레츠,닉 로빈슨,알렉스 로,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),6.46
20161744,트롤,2017-02-16,669262,Trolls,92,미국,애니메이션,,마이크 미첼,안나 켄드릭,저스틴 팀버레이크,주이 디샤넬,전체관람가,20103156.0,드림웍스 애니메이션,8.81
20161726,임금님의 사건수첩,2017-04-26,1631220,The King's Case Note,114,한국,코미디,어드벤처,문현성,이선균,안재홍,김희원,12세이상관람가,20157468.0,(주)영화사람,8.05
20161725,마스터,2016-12-21,7133595,Master,142,한국,액션,범죄,조의석,이병헌,강동원,김우빈,15세이상관람가,20100450.0,영화사 집,8.65
20161723,싱글라이더,2017-02-22,338663,A Single Rider,97,한국,드라마,,이주영,진남수,이병헌,공효진,15세이상관람가,20140593.0,(주)퍼펙트스톰필름,8.0
20161681,미옥,2017-11-09,236016,A Special Lady,90,한국,범죄,액션,이안규,김혜수,이선균,이희준,청소년관람불가,20186701.0,(주)영화사 소중한,6.94
20161665,스머프: 비밀의 숲,2017-04-28,420615,Smurfs: The Lost Village,89,미국,애니메이션,가족,캘리 애스버리,데미 로바토,레인 윌슨,조 맨가니엘로,전체관람가,20173221.0,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,8.61
20161630,13시간,2016-03-03,138624,13 Hours: The Secret Soldiers of Benghazi,144,미국,액션,드라마,마이클 베이,존 크래신스키,파블로 쉬레이버,토비 스티븐스,15세이상관람가,20100520.0,롯데쇼핑㈜롯데엔터테인먼트,8.46
20161605,언더월드: 블러드 워,2016-11-30,71088,Underworld: Blood Wars,91,미국,액션,판타지,안나 포에스터,케이트 베킨세일,테오 제임스,찰스 댄스,15세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),6.08
20161527,로스트 인 더스트,2016-11-03,78956,Hell or High Water,101,미국,범죄,드라마,데이빗 맥킨지,크리스 파인,벤 포스터,제프 브리지스,15세이상관람가,20141469.0,플러스엠 엔터테인먼트,8.35
20161481,군함도,2017-07-26,6554420,The Battleship Island,132,한국,액션,드라마,류승완,황정민,김규백,명인호,15세이상관람가,20100374.0,(주)외유내강,7.35
20161364,귀향,2016-02-24,3571853,Spirits' Homecoming,127,한국,드라마,,조정래,손숙,강하나,서미지,15세이상관람가,20123223.0,주식회사 제이오엔터테인먼트코리아,
20161286,아이스 에이지: 지구 대충돌,2016-07-20,547390,Ice Age: Collision Course,94,미국,애니메이션,어드벤처,마이크 트메이어,존 레귀자모,레이 로마노,제니퍼 로페즈,전체관람가,20100041.0,이십세기폭스코리아(주),8.06
20161162,블레어 위치,2016-11-23,38525,Blair Witch,89,미국,공포(호러),스릴러,아담 윈가드,,,,15세이상관람가,20100084.0,㈜코리아스크린,5.85
20161141,50가지 그림자: 심연,2017-02-09,173351,Fifty Shades Darker,118,미국,드라마,멜로/로맨스,제임스 폴리,제이미 도넌,다코타 존슨,,청소년관람불가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),7.76
20161084,패신저스,2017-01-04,654883,PASSENGERS,116,미국,어드벤처,SF,모튼 틸덤,크리스 프랫,제니퍼 로렌스,마이클 쉰,12세이상관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.04
20161081,애나벨 : 인형의 주인,2017-08-10,1930421,Annabelle: Creation,108,미국,공포(호러),,데이비드 F. 샌드버그,스테파니 시그만,알리시아 벨라 베일리,미란다 오토,15세이상관람가,20100043.0,워너브러더스 코리아(주),7.59
20160781,쿠보와 전설의 악기,2016-10-26,29756,Kubo and the Two Strings,102,미국,애니메이션,어드벤처,트래비스 나이트,샤를리즈 테론,랄프 파인즈,루니 마라,전체관람가,20100603.0,유니버설픽쳐스인터내셔널 코리아(유),8.57
20160472,두 남자,2016-11-30,49954,Derailed,91,한국,범죄,액션,이성태,마동석,최민호,김기현,청소년관람불가,20124237.0,(주)엠씨엠씨,7.95
20160203,어카운턴트,2016-10-13,67709,THE ACCOUNTANT,127,미국,액션,스릴러,게빈 오코너,벤 애플렉,안나 켄드릭,J.K. 시몬스,15세이상관람가,20100043.0,워너브러더스 코리아(주),8.15
20160143,피터와 드래곤,2016-09-28,100426,Pete's Dragon,102,미국,어드벤처,가족,데이빗 로워리,브라이스 달라스 하워드,오크스 페글리,웨스 벤틀리,전체관람가,20060452.0,월트디즈니컴퍼니코리아(주),8.43
20159748,투모로우랜드,2015-05-27,259658,Tomorrowland,129,미국,액션,어드벤처,브래드 버드,조지 클루니,휴 로리,브릿 로버트슨,12세이상관람가,20101412.0,월트 디즈니 픽쳐스,7.56
20159657,최강전사 미니특공대: 영웅의 탄생,2016-02-04,109324,Mini Force : New Heroes Rise,68,한국,애니메이션,,이영준,엄상현,양정화,전태열,전체관람가,20000384.0,(주)삼지애니메이션,8.45
20159648,"고산자, 대동여지도",2016-09-07,968950,The Map Against the World,129,한국,사극,,강우석,김율호,차승원,유준상,전체관람가,20100303.0,(주)시네마서비스,8.02
20159647,리얼,2017-06-28,461961,REAL,137,한국,액션,,이사랑,김수현,성동일,이성민,청소년관람불가,20174961.0,(주)코브픽쳐스,4.44
20159646,밀정,2016-09-07,7494307,The Age of Shadows,139,한국,액션,,김지운,송강호,공유,한지민,15세이상관람가,20101663.0,(주)다크서클픽쳐스,8.57
